Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
7A5703DC,491,52272,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,52272,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
052591A0,492,52432,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,52432,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
E6B89196,493,52560,S-1-5-18,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,52560,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
B43BDA8D,494,52688,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,264,,9,AccessAllowed,52688,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
DB4D0CFF,495,53024,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,96,,3,AccessAllowed,53024,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
65426C11,496,53184,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,136,,5,AccessAllowed,53184,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
67144DBC,497,53392,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclProtected|SeSelfRelative,108,,3,AccessAllowed,53392,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
D36D228C,498,53552,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclProtected|SeSelfRelative,188,,6,AccessAllowed,53552,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
AA12E789,499,53792,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,188,,6,AccessAllowed,53792,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
817DE53D,500,54048,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSelfRelative,208,,7,AccessDenied|AccessAllowed,54048,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
7860D9BB,501,54304,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,108,,3,AccessAllowed,54304,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
1A2317F7,502,54480,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,6,AccessAllowed,54480,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
D9BEB1FC,503,54768,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSelfRelative,108,,3,AccessAllowed,54768,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
1311E092,504,54928,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,12,AccessAllowed,54928,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
9210E854,505,55376,S-1-5-32-544,S-1-5-21-3848053756-3249532031-1848221756-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,6,AccessAllowed,55376,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\$Secure_$SDS
