Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
62959F0A,769,138128,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,1,AccessAllowed,400272,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
0D259020,770,138224,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,2,AccessAllowed,400368,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
0D2591A0,771,138352,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,2,AccessAllowed,400496,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
721EF219,772,138480,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,2,AccessAllowed,400624,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
D56CF5A9,773,138640,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,2,AccessAllowed,400784,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
A230E759,774,138800,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,2,AccessAllowed,400944,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
E8560D5B,775,138960,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,4,AccessAllowed,401104,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
87E3270A,776,139136,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,5,AccessDenied|AccessAllowed,401280,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
0621F59F,777,139328,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,2,AccessAllowed,401472,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
4020811E,778,139456,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,4,AccessAllowed,401600,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
9E71EB0A,779,139616,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,4,AccessAllowed,401760,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
370100FE,780,139856,S-1-5-19,S-1-5-19,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,402000,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
B1E9FFF3,781,140016,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,120,,4,AccessAllowed,402160,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
44ADF18B,782,140192,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,120,,4,AccessAllowed,402336,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
5ACB6396,783,140368,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,4,AccessAllowed,402512,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
92788E96,784,140528,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,2,AccessAllowed,402672,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CC4BB0A9,785,140656,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,9,AccessAllowed,402800,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
B1B2F31F,786,141024,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,6,AccessAllowed,403168,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CC3BB0B1,787,141296,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,9,AccessAllowed,403440,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CC4BB0B5,788,141664,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,9,AccessAllowed,403808,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
6564BBA2,789,142032,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,404176,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
BF4C371B,790,142464,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,7,AccessAllowed,404608,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
7174BDA2,791,142800,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,404944,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
6564BCA2,792,143232,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,405376,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
C9675708,793,143664,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,405808,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
