Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
10449,2018-03-30 21:10:00,Microsoft.LockApp_10.0.16299.15_neutral__cw5n1h2txyewy!WindowsDefaultLockScreen!LockApp.exe!2017/09/29:02:00:24!35d513!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1141,2018-03-30 21:09:52.3855768,50772
10450,2018-03-30 21:10:00,svchost.exe,[localservicenetworkrestricted] [EventLog],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,8,2018-03-30 21:09:52.3855768,59632
10451,2018-03-30 21:10:00,microsoft.windowscommunicationsapps_17.9029.22105.0_x64__8wekyb3d8bbwe!ppleae38af2e007f4358a809ac99a64a67c1!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1143,2018-03-30 21:09:52.3855768,50772
10452,2018-03-30 21:10:00,SecurityHealthService.exe,,04/10/1972 20:38:38 +00:00,LocalSystem,S-1-5-18,systemprofile,4,1004,2018-03-30 21:09:52.3855768,59632
10453,2018-03-30 21:10:00,WUDFHost.exe,,05/11/2057 22:36:26 +00:00,LocalService,S-1-5-19,LocalService,7,70,2018-03-30 21:09:52.3855768,59632
10454,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [TrkWks],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,39,2018-03-30 21:09:52.3855768,59632
10455,2018-03-30 21:10:00,svchost.exe,[netsvcs] [wlidsvc],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,318,2018-03-30 21:09:52.3855768,59632
10456,2018-03-30 21:10:00,svchost.exe,[dcomlaunch] [LSM],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,63,2018-03-30 21:09:52.3855768,59632
10457,2018-03-30 21:10:00,s3browser-win32.exe,,03/27/2018 10:09:35 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1320,2018-03-30 21:09:52.3855768,59632
10458,2018-03-30 21:10:00,svchost.exe,[netsvcs] [WpnService],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,62,2018-03-30 21:09:52.3855768,59632
10459,2018-03-30 21:10:00,lsass.exe,,11/25/2087 07:17:07 +00:00,LocalSystem,S-1-5-18,systemprofile,4,50,2018-03-30 21:09:52.3855768,59632
10460,2018-03-30 21:10:00,hidfind.exe,,01/14/2014 14:31:49 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,425,2018-03-30 21:09:52.3855768,59632
10461,2018-03-30 21:10:00,spoolsv.exe,,04/18/2071 18:10:02 +00:00,LocalSystem,S-1-5-18,systemprofile,4,1021,2018-03-30 21:09:52.3855768,59632
10462,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [DeviceAssociationService],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,16,2018-03-30 21:09:52.3855768,59632
10463,2018-03-30 21:10:00,GoogleUpdate.exe,,07/14/2017 02:07:27 +00:00,LocalSystem,S-1-5-18,systemprofile,4,347,2018-03-30 21:09:52.3855768,59632
10464,2018-03-30 21:10:00,SettingSyncHost.exe,,08/22/1991 16:26:57 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,355,2018-03-30 21:09:52.3855768,59632
10465,2018-03-30 21:10:00,microsoft.windowscommunicationsapps_17.9029.22105.0_x64__8wekyb3d8bbwe!ppleae38af2e007f4358a809ac99a64a67c1!HxTsr.exe!2018/03/06:05:46:46!1fa4f!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1150,2018-03-30 21:09:52.3855768,59632
10466,2018-03-30 21:10:00,wermgr.exe,,05/01/2033 14:53:44 +00:00,LocalSystem,S-1-5-18,systemprofile,4,375,2018-03-30 21:09:52.3855768,59632
10467,2018-03-30 21:10:00,svchost.exe,[netsvcs] [ProfSvc],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,60,2018-03-30 21:09:52.3855768,59632
10468,2018-03-30 21:10:00,svchost.exe,,03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,24,2018-03-30 21:09:52.3855768,59632
10469,2018-03-30 21:10:00,OneDrive.exe,,03/01/2018 06:07:32 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,435,2018-03-30 21:09:52.3855768,59632
10470,2018-03-30 21:10:00,ApntEx.exe,,01/14/2014 14:46:33 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,410,2018-03-30 21:09:52.3855768,59632
10471,2018-03-30 21:10:00,Microsoft.Wallet_2.2.18047.0_x64__8wekyb3d8bbwe!App!backgroundTaskHost.exe!1991/10/29:17:50:48!10857!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,519,2018-03-30 21:09:52.3855768,59632
10472,2018-03-30 21:10:00,svchost.exe,[networkservice] [NlaSvc],03/09/2053 12:52:42 +00:00,NetworkService,S-1-5-20,NetworkService,11,10,2018-03-30 21:09:52.3855768,59632
10473,2018-03-30 21:10:00,svchost.exe,[networkservice] [DoSvc],03/09/2053 12:52:42 +00:00,NetworkService,S-1-5-20,NetworkService,11,313,2018-03-30 21:09:52.3855768,59632
10474,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [AudioEndpointBuilder],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,52,2018-03-30 21:09:52.3855768,59632
10475,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [SysMain],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,38,2018-03-30 21:09:52.3855768,59632
10476,2018-03-30 21:10:00,conhost.exe,,04/29/2011 13:20:49 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,85,2018-03-30 21:09:52.3855768,59632
10477,2018-03-30 21:10:00,csrss.exe,,01/12/2046 06:37:24 +00:00,LocalSystem,S-1-5-18,systemprofile,4,36,2018-03-30 21:09:52.3855768,59632
10478,2018-03-30 21:10:00,MSASCuiL.exe,,11/02/2056 01:12:37 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,414,2018-03-30 21:09:52.3855768,59632
10479,2018-03-30 21:10:00,nvxdsync.exe,,12/29/2016 12:25:08 +00:00,LocalSystem,S-1-5-18,systemprofile,4,428,2018-03-30 21:09:52.3855768,59632
10480,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [TabletInputService],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,394,2018-03-30 21:09:52.3855768,59632
10481,2018-03-30 21:10:00,svchost.exe,[localservice] [SEMgrSvc],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,281,2018-03-30 21:09:52.3855768,59632
10482,2018-03-30 21:10:00,svchost.exe,[unistacksvcgroup] [CDPUserSvc],03/09/2053 12:52:42 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,321,2018-03-30 21:09:52.3855768,59632
10483,2018-03-30 21:10:00,taskhostw.exe,,03/29/2087 01:03:17 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,294,2018-03-30 21:09:52.3855768,59632
10484,2018-03-30 21:10:00,svchost.exe,[LocalServiceNetworkRestricted] [lmhosts],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,1153,2018-03-30 21:09:52.3855768,59632
10485,2018-03-30 21:10:00,WINWORD.EXE,,03/03/2018 11:39:37 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1808,2018-03-30 21:09:52.3855768,59632
10486,2018-03-30 21:10:00,ApplicationFrameHost.exe,,02/05/2097 07:03:55 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,453,2018-03-30 21:09:52.3855768,59632
10487,2018-03-30 21:10:00,BoxSyncMonitor.exe,,03/02/2018 21:24:51 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1740,2018-03-30 21:09:52.3855768,59632
10488,2018-03-30 21:10:00,csrss.exe,,01/12/2046 06:37:24 +00:00,LocalSystem,S-1-5-18,systemprofile,4,36,2018-03-30 21:09:52.3855768,59632
10489,2018-03-30 21:10:00,svchost.exe,[localservice] [nsi],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,14,2018-03-30 21:09:52.3855768,59632
10490,2018-03-30 21:10:00,System,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,,,2,48,2018-03-30 21:09:52.3855768,59632
